recipe_num|title|url|image|servings|prep_time|cook_time|total_time|n_reviews|avg_review
24255|Chilled Russian Salad Dressing|https://www.allrecipes.com/recipe/24255/chilled-russian-salad-dressing/|https://images.media-allrecipes.com/userphotos/250x250/405834.jpg|12|5|None|5|61|4.57
244588|Smothered Pork Chops from Swanson®|https://www.allrecipes.com/recipe/244588/smothered-pork-chops-from-swanson/|https://images.media-allrecipes.com/userphotos/560x315/2558863.jpg|6|10|None|35|35|4.42
229121|Baked Butter Herb Perch Fillets|https://www.allrecipes.com/recipe/229121/baked-butter-herb-perch-fillets/|https://images.media-allrecipes.com/userphotos/560x315/1307911.jpg|4|15|25|40|50|4.48
231302|Cilantro Lime Catfish|https://www.allrecipes.com/recipe/231302/cilantro-lime-catfish/|https://images.media-allrecipes.com/userphotos/560x315/971155.jpg|5|10|20|30|20|4.24
241532|Smoked Sausage, White Bean and Spinach Pasta|https://www.allrecipes.com/recipe/241532/smoked-sausage-white-bean-and-spinach-pasta/|https://images.media-allrecipes.com/userphotos/560x315/2203729.jpg|4|None|None|15|15|3.94
89634|Baked Eggplant Sandwiches|https://www.allrecipes.com/recipe/89634/baked-eggplant-sandwiches/|https://images.media-allrecipes.com/userphotos/560x315/836864.jpg|4|15|30|45|17|4.67
147360|Fried Green Tomato Sandwich|https://www.allrecipes.com/recipe/147360/fried-green-tomato-sandwich/|https://images.media-allrecipes.com/userphotos/560x315/4040755.jpg|2|15|15|30|18|4.62
85001|Scrambled Eggs and Tomatoes|https://www.allrecipes.com/recipe/85001/scrambled-eggs-and-tomatoes/|https://images.media-allrecipes.com/userphotos/250x250/434711.jpg|2|5|10|15|28|4.19
238367|Grilled Brussels Sprouts|https://www.allrecipes.com/recipe/238367/grilled-brussels-sprouts/|https://images.media-allrecipes.com/userphotos/560x315/1265638.jpg|8|10|10|20|17|4.43
258880|Roasted Buffalo Brussels Sprouts|https://www.allrecipes.com/recipe/258880/roasted-buffalo-brussels-sprouts/|https://images.media-allrecipes.com/userphotos/560x315/4532450.jpg|4|10|22|32|16|4.71
22263|Brussels Sprouts with Grapes|https://www.allrecipes.com/recipe/22263/brussels-sprouts-with-grapes/|https://images.media-allrecipes.com/userphotos/560x315/1082216.jpg|5|20|20|40|30|4.11
144410|Fresh Green Beans, Fennel, and Feta Cheese|https://www.allrecipes.com/recipe/144410/fresh-green-beans-fennel-and-feta-cheese/|https://images.media-allrecipes.com/userphotos/560x315/4559343.jpg|4|10|6|16|36|4.48
244867|Fresh Green Beans with Heaven Sauce|https://www.allrecipes.com/recipe/244867/fresh-green-beans-with-heaven-sauce/|https://images.media-allrecipes.com/userphotos/560x315/2571244.jpg|4|10|7|17|20|4.52
64356|Sauteed Dilled Green Beans|https://www.allrecipes.com/recipe/64356/sauteed-dilled-green-beans/|https://images.media-allrecipes.com/userphotos/560x315/1019651.jpg|6|20|15|35|15|4.53
13197|Green Bean Soup|https://www.allrecipes.com/recipe/13197/green-bean-soup/|https://images.media-allrecipes.com/userphotos/1118021.jpg|6|15|30|45|35|4.2
229808|A New Green Bean Casserole|https://www.allrecipes.com/recipe/229808/a-new-green-bean-casserole/|https://images.media-allrecipes.com/userphotos/560x315/4234258.jpg|6|20|60|80|17|4.55
43523|Southern Style Thanksgiving Green Beans|https://www.allrecipes.com/recipe/43523/southern-style-thanksgiving-green-beans/|https://images.media-allrecipes.com/userphotos/560x315/44918.jpg|8|40|250|290|92|4.5
90482|Smothered Green Beans II|https://www.allrecipes.com/recipe/90482/smothered-green-beans-ii/|https://images.media-allrecipes.com/userphotos/414537.jpg|6|20|120|140|46|4.130434782608695
142856|Caramelized Green Beans with Walnuts|https://www.allrecipes.com/recipe/142856/caramelized-green-beans-with-walnuts/|https://images.media-allrecipes.com/userphotos/2868189.jpg|4|5|20|25|46|4.3478260869565215
200356|Green Beans with Almonds and Caramelized Shallots|https://www.allrecipes.com/recipe/200356/green-beans-with-almonds-and-caramelized-shallots/|https://images.media-allrecipes.com/userphotos/250x250/938674.jpg|6|20|25|45|91|4.82
27224|Green Beans with Herb Dressing|https://www.allrecipes.com/recipe/27224/green-beans-with-herb-dressing/|https://images.media-allrecipes.com/userphotos/250x250/25309.jpg|12|20|5|30|38|4.13
213036|Bacon Wrapped Green Beans|https://www.allrecipes.com/recipe/213036/bacon-wrapped-green-beans/|https://images.media-allrecipes.com/userphotos/942461.jpg|8|15|20|35|116|4.551724137931035
172941|Creole Green Beans|https://www.allrecipes.com/recipe/172941/creole-green-beans/|https://images.media-allrecipes.com/userphotos/5435840.jpg|4|15|25|40|24|4.375
79616|Sweet and Tangy Green Beans|https://www.allrecipes.com/recipe/79616/sweet-and-tangy-green-beans/|https://images.media-allrecipes.com/userphotos/560x315/1006323.jpg|8|5|25|30|18|3.78
13729|Thanksgiving Sweet Potatoes|https://www.allrecipes.com/recipe/13729/thanksgiving-sweet-potatoes/|https://images.media-allrecipes.com/userphotos/250x250/610226.jpg|6|None|None|None|135|4.53
23130|Easy Candy Yams|https://www.allrecipes.com/recipe/23130/easy-candy-yams/|https://images.media-allrecipes.com/userphotos/250x250/524430.jpg|6|5|40|45|47|4.33
9208|Smashed Sweet Potatoes|https://www.allrecipes.com/recipe/9208/smashed-sweet-potatoes/|https://images.media-allrecipes.com/userphotos/560x315/999064.jpg|8|None|None|None|20|4.56
21421|Thanksgiving Yams|https://www.allrecipes.com/recipe/21421/thanksgiving-yams/|https://images.media-allrecipes.com/userphotos/560x315/1746695.jpg|12|5|20|25|18|4.38
145194|Grilled Yams|https://www.allrecipes.com/recipe/145194/grilled-yams/|https://images.media-allrecipes.com/userphotos/250x250/126041.jpg|4|5|25|30|34|4.4
232109|Seasoned Roasted Root Vegetables|https://www.allrecipes.com/recipe/232109/seasoned-roasted-root-vegetables/|https://images.media-allrecipes.com/userphotos/1018673.jpg|10|30|45|75|24|4.708333333333333
50768|Sweet Potato (Kumara) Wedges|https://www.allrecipes.com/recipe/50768/sweet-potato-kumara-wedges/|https://images.media-allrecipes.com/userphotos/560x315/282224.jpg|4|15|25|40|33|3.68
25893|Baked Zesty Carrots|https://www.allrecipes.com/recipe/25893/baked-zesty-carrots/|https://images.media-allrecipes.com/userphotos/560x315/3027065.jpg|8|10|20|30|57|4.13
23140|Yummy Candied Yams|https://www.allrecipes.com/recipe/23140/yummy-candied-yams/|https://images.media-allrecipes.com/userphotos/560x315/1110431.jpg|8|5|45|50|92|4.54
228686|Spicy Sweet Potatoes|https://www.allrecipes.com/recipe/228686/spicy-sweet-potatoes/|https://images.media-allrecipes.com/userphotos/560x315/1120988.jpg|4|15|60|75|18|4.58
54683|Sweet Potato Crisp|https://www.allrecipes.com/recipe/54683/sweet-potato-crisp/|https://images.media-allrecipes.com/userphotos/560x315/957346.jpg|6|None|30|30|23|4.64
19532|Mashed Sweet Potato Bake|https://www.allrecipes.com/recipe/19532/mashed-sweet-potato-bake/|https://images.media-allrecipes.com/userphotos/560x315/4588120.jpg|7|20|45|65|57|4.71
169231|Mashed Jalapeno-Cilantro Sweet Potatoes|https://www.allrecipes.com/recipe/169231/mashed-jalapeno-cilantro-sweet-potatoes/|https://images.media-allrecipes.com/userphotos/560x315/375757.jpg|4|10|65|75|43|4.52
77010|Silky Sweet Potato Puree|https://www.allrecipes.com/recipe/77010/silky-sweet-potato-puree/|https://images.media-allrecipes.com/userphotos/560x315/733168.jpg|8|None|None|None|41|4.8
31482|Honeyed Sweet Potatoes|https://www.allrecipes.com/recipe/31482/honeyed-sweet-potatoes/|https://images.media-allrecipes.com/userphotos/639565.jpg|8|15|30|45|25|3.64
9081|Brandied Candied Sweet Potatoes with Brown Sugar|https://www.allrecipes.com/recipe/9081/brandied-candied-sweet-potatoes-with-brown-sugar/|https://images.media-allrecipes.com/userphotos/560x315/684816.jpg|12|None|None|None|47|4.51
21285|Baked Sweet Potatoes with Raisins and Pecans|https://www.allrecipes.com/recipe/21285/baked-sweet-potatoes-with-raisins-and-pecans/|https://images.media-allrecipes.com/userphotos/560x315/4214564.jpg|12|10|60|70|56|4.56
240781|Easy Roasted Cabbage|https://www.allrecipes.com/recipe/240781/easy-roasted-cabbage/|https://images.media-allrecipes.com/userphotos/560x315/1961026.jpg|6|10|40|50|22|4.68
246291|Garlic Loves Roasted Cabbage|https://www.allrecipes.com/recipe/246291/garlic-loves-roasted-cabbage/|https://images.media-allrecipes.com/userphotos/560x315/3338724.jpg|8|15|40|55|18|4.59
89610|Vegetable Orzo|https://www.allrecipes.com/recipe/89610/vegetable-orzo/|https://images.media-allrecipes.com/userphotos/560x315/6912345.jpg|4|10|20|30|33|3.79
158665|Balsamic Roasted Vegetable Salad|https://www.allrecipes.com/recipe/158665/balsamic-roasted-vegetable-salad/|https://images.media-allrecipes.com/userphotos/250x250/703682.jpg|6|30|55|85|25|4.46
234623|Slow Cooker Quinoa Sweet Potato Chicken|https://www.allrecipes.com/recipe/234623/slow-cooker-quinoa-sweet-potato-chicken/|https://images.media-allrecipes.com/userphotos/2323385.jpg|6|15|480|495|35|4.2
217050|Quinoa with Sweet Potatoes and Broccoli|https://www.allrecipes.com/recipe/217050/quinoa-with-sweet-potatoes-and-broccoli/|https://images.media-allrecipes.com/userphotos/4149023.jpg|5|10|20|30|30|4.366666666666666
235316|Garlic Quinoa|https://www.allrecipes.com/recipe/235316/garlic-quinoa/|https://images.media-allrecipes.com/userphotos/560x315/1399317.jpg|4|5|20|30|59|4.47
232677|Homemade Baked Beans|https://www.allrecipes.com/recipe/232677/homemade-baked-beans/|https://images.media-allrecipes.com/userphotos/560x315/1069632.jpg|8|15|55|70|56|4.57
255907|Bourbon and DP Baked Beans|https://www.allrecipes.com/recipe/255907/bourbon-and-dp-baked-beans/|https://images.media-allrecipes.com/userphotos/4433812.jpg|8|15|202|217|25|4.8
150637|Better Baked Beans|https://www.allrecipes.com/recipe/150637/better-baked-beans/|https://images.media-allrecipes.com/userphotos/560x315/601061.jpg|12|10|35|45|36|4.6
214816|3BC (Best Baked Bean Casserole)|https://www.allrecipes.com/recipe/214816/3bc-best-baked-bean-casserole/|https://images.media-allrecipes.com/userphotos/654892.jpg|6|10|60|70|69|4.739130434782608
239623|Spicy Baked Beans|https://www.allrecipes.com/recipe/239623/spicy-baked-beans/|https://images.media-allrecipes.com/userphotos/1590485.jpg|12|15|55|70|15|4.8
233050|Apple Baked Beans|https://www.allrecipes.com/recipe/233050/apple-baked-beans/|https://images.media-allrecipes.com/userphotos/560x315/1060434.jpg|12|10|90|100|21|4.9
24758|Down Home Baked Beans|https://www.allrecipes.com/recipe/24758/down-home-baked-beans/|https://images.media-allrecipes.com/userphotos/560x315/1120931.jpg|11|10|75|85|299|4.68
24224|Calico Bean Casserole|https://www.allrecipes.com/recipe/24224/calico-bean-casserole/|https://images.media-allrecipes.com/userphotos/560x315/994732.jpg|6|20|30|50|280|4.57
22510|Baked Beans III|https://www.allrecipes.com/recipe/22510/baked-beans-iii/|https://images.media-allrecipes.com/userphotos/250x250/13696.jpg|5|5|60|65|108|4.59
18244|Baked Beans I|https://www.allrecipes.com/recipe/18244/baked-beans-i/|https://images.media-allrecipes.com/userphotos/533795.jpg|6|10|50|60|105|4.352380952380952
21519|Simple Baked Beans II|https://www.allrecipes.com/recipe/21519/simple-baked-beans-ii/|https://images.media-allrecipes.com/userphotos/11670.jpg|4|5|25|30|95|4.568421052631579
24765|Mom's Baked Beans II|https://www.allrecipes.com/recipe/24765/moms-baked-beans-ii/|https://images.media-allrecipes.com/userphotos/250x250/98278.jpg|9|15|140|155|70|4.74
95934|Luscious Turkey Bacon Refried Beans|https://www.allrecipes.com/recipe/95934/luscious-turkey-bacon-refried-beans/|https://images.media-allrecipes.com/userphotos/794471.jpg|4|20|120|140|26|4.6923076923076925
21250|Pasta Peas|https://www.allrecipes.com/recipe/21250/pasta-peas/|https://images.media-allrecipes.com/userphotos/560x315/5671758.jpg|6|5|25|30|21|3.81
69027|Lentils with Tomatoes|https://www.allrecipes.com/recipe/69027/lentils-with-tomatoes/|https://images.media-allrecipes.com/userphotos/560x315/6467796.jpg|4|15|75|90|98|4.4
21778|Kielbasa Kale Stew|https://www.allrecipes.com/recipe/21778/kielbasa-kale-stew/|https://images.media-allrecipes.com/userphotos/560x315/1594077.jpg|8|20|80|100|65|4.35
132930|Lemon-Sesame Asparagus|https://www.allrecipes.com/recipe/132930/lemon-sesame-asparagus/|https://images.media-allrecipes.com/userphotos/560x315/371263.jpg|6|10|10|20|40|4.24
16036|Sweet Potato Latkes|https://www.allrecipes.com/recipe/16036/sweet-potato-latkes/|https://images.media-allrecipes.com/userphotos/560x315/6079177.jpg|8|15|10|25|41|3.55
212381|Kerry's Sweet Potato Latkes|https://www.allrecipes.com/recipe/212381/kerrys-sweet-potato-latkes/|https://images.media-allrecipes.com/userphotos/560x315/2467817.jpg|4|15|20|35|26|4.58
13670|Mushroom Stuffing|https://www.allrecipes.com/recipe/13670/mushroom-stuffing/|https://images.media-allrecipes.com/userphotos/250x250/926104.jpg|14|None|None|None|62|4.0
22373|Apple and Pecan Stuffing|https://www.allrecipes.com/recipe/22373/apple-and-pecan-stuffing/|https://images.media-allrecipes.com/userphotos/250x250/783252.jpg|6|15|35|50|31|4.33
13618|Vegetarian Stuffing|https://www.allrecipes.com/recipe/13618/vegetarian-stuffing/|https://images.media-allrecipes.com/userphotos/250x250/146114.jpg|6|None|None|None|69|4.43
9062|Apple and Onion Dressing|https://www.allrecipes.com/recipe/9062/apple-and-onion-dressing/|https://images.media-allrecipes.com/userphotos/250x250/666358.jpg|9|None|None|None|40|4.4
76088|Baked Chicken with Apple Stuffing|https://www.allrecipes.com/recipe/76088/baked-chicken-with-apple-stuffing/|https://images.media-allrecipes.com/userphotos/1015370.jpg|4|30|45|75|42|3.9047619047619047
29873|Stuffing Recipe|https://www.allrecipes.com/recipe/29873/stuffing-recipe/|https://images.media-allrecipes.com/userphotos/1060364.jpg|12|60|30|90|29|4.379310344827586
43408|Cranberry Apple Raisin Stuffing|https://www.allrecipes.com/recipe/43408/cranberry-apple-raisin-stuffing/|https://images.media-allrecipes.com/userphotos/45434.jpg|12|15|60|75|30|3.9
56259|Apple, Sausage, Bacon, and Mushroom Stuffing|https://www.allrecipes.com/recipe/56259/apple-sausage-bacon-and-mushroom-stuffing/|https://images.media-allrecipes.com/userphotos/4160994.jpg|12|15|75|90|26|4.5
238577|Homemade Bread Stuffing|https://www.allrecipes.com/recipe/238577/homemade-bread-stuffing/|https://images.media-allrecipes.com/userphotos/560x315/4208731.jpg|16|20|65|85|19|4.58
9370|Really Easy Bread Stuffing|https://www.allrecipes.com/recipe/9370/really-easy-bread-stuffing/|https://images.media-allrecipes.com/userphotos/560x315/1119178.jpg|5|None|None|None|50|4.07
22543|Old Fashioned Giblet Stuffing|https://www.allrecipes.com/recipe/22543/old-fashioned-giblet-stuffing/|https://images.media-allrecipes.com/userphotos/560x315/748313.jpg|8|10|40|50|38|4.85
151464|Do-Ahead Stuffing|https://www.allrecipes.com/recipe/151464/do-ahead-stuffing/|https://images.media-allrecipes.com/userphotos/560x315/5977966.jpg|16|15|45|60|19|4.67
76976|Classic Thanksgiving Dressing With Parsley, Sage and Thyme|https://www.allrecipes.com/recipe/76976/classic-thanksgiving-dressing-with-parsley-sage-and-thyme/|https://images.media-allrecipes.com/userphotos/250x250/302945.jpg|16|None|None|None|81|4.49
13557|Ibby's Pumpkin Mushroom Stuffing|https://www.allrecipes.com/recipe/13557/ibbys-pumpkin-mushroom-stuffing/|https://images.media-allrecipes.com/userphotos/64015.jpg|8|90|60|150|71|4.676056338028169
15009|Sour Cream Chicken and Stuffing|https://www.allrecipes.com/recipe/15009/sour-cream-chicken-and-stuffing/|https://images.media-allrecipes.com/userphotos/481949.jpg|6|None|None|None|69|4.101449275362318
42110|Chestnut Stuffing|https://www.allrecipes.com/recipe/42110/chestnut-stuffing/|https://images.media-allrecipes.com/userphotos/560x315/2440139.jpg|16|15|45|105|33|4.45
9484|Grandpa's Special Stuffing|https://www.allrecipes.com/recipe/9484/grandpas-special-stuffing/|https://images.media-allrecipes.com/userphotos/4482843.jpg|8|20|35|55|44|4.636363636363637
9135|Great Grandma's Bread Stuffing|https://www.allrecipes.com/recipe/9135/great-grandmas-bread-stuffing/|https://images.media-allrecipes.com/userphotos/250x250/138186.jpg|12|None|None|None|30|4.18
15772|Basic Bread Stuffing|https://www.allrecipes.com/recipe/15772/basic-bread-stuffing/|https://images.media-allrecipes.com/userphotos/250x250/914836.jpg|12|None|None|None|19|3.83
94725|Savannah Seafood Stuffing|https://www.allrecipes.com/recipe/94725/savannah-seafood-stuffing/|https://images.media-allrecipes.com/userphotos/560x315/1079273.jpg|8|20|30|50|67|4.83
27220|Cornbread Dressing II|https://www.allrecipes.com/recipe/27220/cornbread-dressing-ii/|https://images.media-allrecipes.com/userphotos/560x315/1866987.jpg|12|30|85|115|26|4.32
13697|Momma's Cornbread Dressing|https://www.allrecipes.com/recipe/13697/mommas-cornbread-dressing/|https://images.media-allrecipes.com/userphotos/250x250/302591.jpg|8|None|None|None|70|4.52
13720|Martha's Cornbread Dressing|https://www.allrecipes.com/recipe/13720/marthas-cornbread-dressing/|https://images.media-allrecipes.com/userphotos/4337669.jpg|10|30|60|120|66|4.515151515151516
16337|Portabella Mushroom Dressing|https://www.allrecipes.com/recipe/16337/portabella-mushroom-dressing/|https://images.media-allrecipes.com/userphotos/560x315/1755167.jpg|8|None|None|None|21|4.59
8773|Chicken and Stuffing|https://www.allrecipes.com/recipe/8773/chicken-and-stuffing/|https://images.media-allrecipes.com/userphotos/4465663.jpg|12|None|None|None|16|4.0625
9126|Dressing Patties|https://www.allrecipes.com/recipe/9126/dressing-patties/|https://images.media-allrecipes.com/userphotos/560x315/2624933.jpg|20|None|None|None|15|4.44
46219|Wild Rice with Rosemary and Cashew Stuffing|https://www.allrecipes.com/recipe/46219/wild-rice-with-rosemary-and-cashew-stuffing/|https://images.media-allrecipes.com/userphotos/250x250/50120.jpg|4|5|20|25|21|4.58
9356|Dad's Oyster Dressing|https://www.allrecipes.com/recipe/9356/dads-oyster-dressing/|None|8|None|None|None|15|4.133333333333334
77977|Wild Rice Stuffing for Turkey|https://www.allrecipes.com/recipe/77977/wild-rice-stuffing-for-turkey/|https://images.media-allrecipes.com/userphotos/250x250/53764.jpg|12|20|30|50|35|4.18
13645|Sweet Stuffing|https://www.allrecipes.com/recipe/13645/sweet-stuffing/|https://images.media-allrecipes.com/userphotos/560x315/872045.jpg|8|None|None|None|15|4.5
9226|Tarragon Stuffing|https://www.allrecipes.com/recipe/9226/tarragon-stuffing/|https://images.media-allrecipes.com/userphotos/560x315/1746495.jpg|24|15|80|95|16|4.45
26500|Simmer Family Turkey Stuffing|https://www.allrecipes.com/recipe/26500/simmer-family-turkey-stuffing/|https://images.media-allrecipes.com/userphotos/560x315/50613.jpg|12|25|20|45|21|4.25
133589|Breadless Stuffing|https://www.allrecipes.com/recipe/133589/breadless-stuffing/|https://images.media-allrecipes.com/userphotos/560x315/736050.jpg|8|20|40|60|22|4.0
29905|Thanksgiving Stuffing|https://www.allrecipes.com/recipe/29905/thanksgiving-stuffing/|https://images.media-allrecipes.com/userphotos/250x250/545650.jpg|12|15|15|30|15|4.48
212469|Cornbread Dressing With Gravy|https://www.allrecipes.com/recipe/212469/cornbread-dressing-with-gravy/|https://images.media-allrecipes.com/userphotos/4885026.jpg|18|30|120|165|20|4.8
13708|Baked Pineapple II|https://www.allrecipes.com/recipe/13708/baked-pineapple-ii/|https://images.media-allrecipes.com/userphotos/250x250/333806.jpg|4|None|None|None|50|4.55
86145|Pineapple Bake|https://www.allrecipes.com/recipe/86145/pineapple-bake/|https://images.media-allrecipes.com/userphotos/250x250/769331.jpg|6|10|60|70|29|4.53
20645|Delicious Apple Sauce|https://www.allrecipes.com/recipe/20645/delicious-apple-sauce/|https://images.media-allrecipes.com/userphotos/560x315/48407.jpg|2|15|30|45|240|4.55
86037|Tail Burner Firehouse French Fries|https://www.allrecipes.com/recipe/86037/tail-burner-firehouse-french-fries/|https://images.media-allrecipes.com/userphotos/464839.jpg|8|10|20|30|47|4.148936170212766
214475|Baked Rosa Maria Fries|https://www.allrecipes.com/recipe/214475/baked-rosa-maria-fries/|https://images.media-allrecipes.com/userphotos/560x315/887046.jpg|4|5|25|30|15|4.5
229311|Ultimate Baked French Fries|https://www.allrecipes.com/recipe/229311/ultimate-baked-french-fries/|https://images.media-allrecipes.com/userphotos/560x315/1120873.jpg|4|10|30|40|37|4.36
18905|Oven Fried Potatoes I|https://www.allrecipes.com/recipe/18905/oven-fried-potatoes-i/|https://images.media-allrecipes.com/userphotos/606882.jpg|6|30|60|90|38|4.2631578947368425
223408|Cajun Potato Wedges|https://www.allrecipes.com/recipe/223408/cajun-potato-wedges/|https://images.media-allrecipes.com/userphotos/560x315/3341799.jpg|4|10|45|55|28|4.54
50056|Oven Fried Sesame Potatoes|https://www.allrecipes.com/recipe/50056/oven-fried-sesame-potatoes/|https://images.media-allrecipes.com/userphotos/250x250/198530.jpg|4|10|55|65|27|4.31
203232|Carolyn's Sweet Potato Fries|https://www.allrecipes.com/recipe/203232/carolyns-sweet-potato-fries/|https://images.media-allrecipes.com/userphotos/560x315/2425760.jpg|4|10|30|40|48|4.18
149961|Cinnamon-Spiced Sweet Potato Fries|https://www.allrecipes.com/recipe/149961/cinnamon-spiced-sweet-potato-fries/|https://images.media-allrecipes.com/userphotos/250x250/91933.jpg|2|10|20|30|22|3.76
41267|Quick and Easy Indian-Style Okra|https://www.allrecipes.com/recipe/41267/quick-and-easy-indian-style-okra/|https://images.media-allrecipes.com/userphotos/250x250/115908.jpg|6|15|15|30|16|3.74
222569|Slow-Cooked Baked Beans|https://www.allrecipes.com/recipe/222569/slow-cooked-baked-beans/|https://images.media-allrecipes.com/userphotos/1995339.jpg|12|10|480|970|16|4.4375
106630|Magnificent Cheesy Brown Rice|https://www.allrecipes.com/recipe/106630/magnificent-cheesy-brown-rice/|https://images.media-allrecipes.com/userphotos/560x315/4560006.jpg|8|10|45|55|42|4.18
244458|Buttered Noodles|https://www.allrecipes.com/recipe/244458/buttered-noodles/|https://images.media-allrecipes.com/userphotos/560x315/2518260.jpg|8|5|10|15|68|4.45
85891|Inger's Spaghetti Sauce|https://www.allrecipes.com/recipe/85891/ingers-spaghetti-sauce/|https://images.media-allrecipes.com/userphotos/560x315/3947581.jpg|16|15|240|255|53|4.7
158899|Basic Spicy Tomato Sauce|https://www.allrecipes.com/recipe/158899/basic-spicy-tomato-sauce/|https://images.media-allrecipes.com/userphotos/560x315/5137653.jpg|6|10|10|20|42|4.17
78012|Pepper, Onion & Feta Pizza|https://www.allrecipes.com/recipe/78012/pepper-onion-feta-pizza/|https://images.media-allrecipes.com/userphotos/250x250/178857.jpg|6|None|None|None|35|4.27
16478|Summer Squash Casserole|https://www.allrecipes.com/recipe/16478/summer-squash-casserole/|https://images.media-allrecipes.com/userphotos/560x315/5534260.jpg|4|20|60|80|61|4.38
11954|Black Bean Lasagna I|https://www.allrecipes.com/recipe/11954/black-bean-lasagna-i/|https://images.media-allrecipes.com/userphotos/250x250/253796.jpg|8|20|60|90|53|4.2
228816|Chicken Enchiladas with Sour Cream|https://www.allrecipes.com/recipe/228816/chicken-enchiladas-with-sour-cream/|https://images.media-allrecipes.com/userphotos/6557542.jpg|12|30|None|80|33|4.666666666666667
20458|Chicken Enchiladas IV|https://www.allrecipes.com/recipe/20458/chicken-enchiladas-iv/|https://images.media-allrecipes.com/userphotos/7628510.jpg|4|15|20|35|129|4.449612403100775
149824|Vegetable-Stuffed Portobello Mushrooms|https://www.allrecipes.com/recipe/149824/vegetable-stuffed-portobello-mushrooms/|https://images.media-allrecipes.com/userphotos/560x315/444721.jpg|4|25|12|97|65|4.06
20748|Chicken Veggie Stir Fry|https://www.allrecipes.com/recipe/20748/chicken-veggie-stir-fry/|https://images.media-allrecipes.com/userphotos/10015.jpg|8|15|15|30|19|3.5789473684210527
236920|Sweet and Sour Ground Pork Stir-Fry|https://www.allrecipes.com/recipe/236920/sweet-and-sour-ground-pork-stir-fry/|https://images.media-allrecipes.com/userphotos/1112095.jpg|4|15|15|30|38|4.105263157894737
24847|Sweet and Sour Pork II|https://www.allrecipes.com/recipe/24847/sweet-and-sour-pork-ii/|https://images.media-allrecipes.com/userphotos/2228544.jpg|8|20|80|100|28|4.142857142857143
212824|Bramboracky (Czech Savory Potato Pancakes)|https://www.allrecipes.com/recipe/212824/bramboracky-czech-savory-potato-pancakes/|https://images.media-allrecipes.com/userphotos/560x315/2182633.jpg|3|30|30|60|24|4.76
25471|Jamaican Jerk Chicken|https://www.allrecipes.com/recipe/25471/jamaican-jerk-chicken/|https://images.media-allrecipes.com/userphotos/2676.jpg|6|20|60|200|103|4.0
18843|Layered Eggplant Hamburger Casserole|https://www.allrecipes.com/recipe/18843/layered-eggplant-hamburger-casserole/|https://images.media-allrecipes.com/userphotos/250x250/989836.jpg|6|20|80|100|94|4.05
16781|Zucchini and Rice Casserole|https://www.allrecipes.com/recipe/16781/zucchini-and-rice-casserole/|https://images.media-allrecipes.com/userphotos/250x250/467096.jpg|10|30|40|80|45|4.13
11733|Bacon Spaghetti|https://www.allrecipes.com/recipe/11733/bacon-spaghetti/|https://images.media-allrecipes.com/userphotos/240777.jpg|6|10|20|30|111|4.045045045045045
22921|Cheesy Spinach Casserole|https://www.allrecipes.com/recipe/22921/cheesy-spinach-casserole/|https://images.media-allrecipes.com/userphotos/560x315/2812582.jpg|4|10|40|50|41|4.16
21424|Zesty Taco Casserole|https://www.allrecipes.com/recipe/21424/zesty-taco-casserole/|https://images.media-allrecipes.com/userphotos/560x315/4062015.jpg|8|20|40|60|27|3.94
152220|Chicken with Green Peppers in Black Bean Sauce|https://www.allrecipes.com/recipe/152220/chicken-with-green-peppers-in-black-bean-sauce/|https://images.media-allrecipes.com/userphotos/658707.jpg|4|30|15|45|68|4.0588235294117645
162024|Quick Angel Hair with Basil Cream for One|https://www.allrecipes.com/recipe/162024/quick-angel-hair-with-basil-cream-for-one/|https://images.media-allrecipes.com/userphotos/560x315/1207909.jpg|1|15|10|25|37|4.4
220730|Easiest Falafel|https://www.allrecipes.com/recipe/220730/easiest-falafel/|https://images.media-allrecipes.com/userphotos/560x315/4562329.jpg|5|15|15|30|36|3.54
13885|Lentil Loaf|https://www.allrecipes.com/recipe/13885/lentil-loaf/|https://images.media-allrecipes.com/userphotos/560x315/149856.jpg|6|45|50|95|148|4.21
228581|Portabello Mushroom and Pepper Risotto|https://www.allrecipes.com/recipe/228581/portabello-mushroom-and-pepper-risotto/|https://images.media-allrecipes.com/userphotos/560x315/973025.jpg|6|15|40|60|15|4.4
32070|Zucchini Parmigiana|https://www.allrecipes.com/recipe/32070/zucchini-parmigiana/|https://images.media-allrecipes.com/userphotos/250x250/94363.jpg|8|15|45|75|94|4.21
229461|Parmesan Zucchini Patties|https://www.allrecipes.com/recipe/229461/parmesan-zucchini-patties/|https://images.media-allrecipes.com/userphotos/560x315/1027510.jpg|7|25|10|35|15|4.24
24150|Most Excellent Breakfast Casserole|https://www.allrecipes.com/recipe/24150/most-excellent-breakfast-casserole/|https://images.media-allrecipes.com/userphotos/2777171.jpg|9|45|45|890|61|3.901639344262295
86932|Vegetarian Open Faced Sandwich|https://www.allrecipes.com/recipe/86932/vegetarian-open-faced-sandwich/|https://images.media-allrecipes.com/userphotos/560x315/421117.jpg|6|20|5|25|30|4.56
234576|Grands!® Unsloppy Joes|https://www.allrecipes.com/recipe/234576/grands-unsloppy-joes/|https://images.media-allrecipes.com/userphotos/250x250/1050687.jpg|8|30|None|45|21|4.5
